,park_name,census_tract
544,Willis Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
545,Augustus St. Gaudens Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
546,Gemini Fields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
547,Townsend Walk,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
548,Nakks Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
549,Osborn Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
550,Bushwick Inlet Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
551,Lopez Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
552,Pearl St Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
553,Our Little Green Acre/garden Eight,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
554,Eagle Slope,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
555,Greene Av United Neighbors Association Inc,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
556,P.S. 138,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
557,Seaside Wildlife Nature Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
558,Glen Oaks Oval,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
559,Laguardia Landing Lights,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
560,Inwood Hill Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
561,Mccarthy Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
562,Lawrence Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
563,Grove Hill Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
564,Inwood Hill Park Zone 6 (the Clove),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
565,Captain Tilly Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
566,Sperandeo Brothers Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
567,Golconda Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
568,Jesse Owens Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
569,Playground One Thirty Four CXXXIV,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
570,Eleanor Roosevelt Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
571,Detective Joseph Mayrose Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
572,Concerned Residents of Montauk Avenue,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
573,Preston Comm Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
574,Lion's Pride Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
575,I.S. 218,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
576,Tom McDonald Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
577,Richard Tucker Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
578,Amundsen Circle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
579,Hallets Point Playground (area B),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
580,Von Briesen Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
581,Harris Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
582,Nehemiah Ten Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
583,New 123rd St Block Association Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
584,Corporal John A. Seravalli Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
585,Ahearn Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
586,Gravesend Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
587,Crotona Zone 9,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
588,Tribeca Dog Run,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
589,Walker Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
590,Theodore Roosevelt Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
591,Crotona Zone 5,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
592,Horace Harding Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
593,Saw Mill Creek Marsh,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
594,Green Oasis and Gilbert's Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
595,Rockaway Freeway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
596,Playground 103 CIII,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
597,N/A,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
598,Nostrand Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
599,Corona Taxpayers Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
600,Grover Cleveland Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
601,Liz Christy Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
602,Seward Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
603,Rodney Park North,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
604,Alexander Grey Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
605,Marcy Green South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
606,Albemarle Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
607,Kingdom Pond Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
608,St. Michael's Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
609,Patrick O'Rourke Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
610,Mill Pond Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
611,Los Amigos Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
612,Project Roots,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
613,Greene Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
614,Sarsfield Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
615,Bayside Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
616,Eastern Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
617,Neufeld Plgd,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
618,Virginia Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
619,Coenties Slip,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
620,Washington Hall Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
621,Cross Island Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
622,Hoffman Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
623,Playground Seventy Five,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
624,Hickman Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
625,P.S. 139,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
626,Herman Dolgon Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
627,White Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
628,West Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
629,P.S. 131,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
630,Ehrenreich-Austin Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
631,P.S. 132,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
632,Community Group of 349 Elton Street,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
633,Hope Ballfields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
634,Beach channel Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
635,Bell Malls,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
636,Red Hook Recreation Area,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
637,John Adams Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
638,Allen Mall One,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
639,Wald Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
640,Tudor Grove Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
641,A Better Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
642,Brookville Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
643,Joe Holzka Community Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
644,Mitchel Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
645,American Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
646,Fleetwood Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
647,Asphalt Green,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
648,Mary O'Connor Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
649,Eibs Pond Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
650,Haggerty Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
651,Benninger Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
652,W 170 st & Edward L Grant Hwy,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
653,Bennett Rest,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
654,W 104th Street Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
655,Hallets Cove Playground (area A),"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
656,Bloomingdale Park - Zone 3,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
657,Colucci Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
658,Faber,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
659,COPERNICUS TRIANGLE,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
660,Wellbrook Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
661,Arrochar Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
662,Sherman Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
663,Chatterton Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
664,Upon This Rock Comm Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
665,Garden Of Life,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
666,Urban Botanical Soc./Sam and Sadie Koenig Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
667,St. Nicholas Playground South,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
668,Police Officer Nicholas Demutiis Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
669,Challenge Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
670,B.C.C.A. Mini-park and Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
671,Slattery Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
672,Hancock Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
673,P.S. 369 Annex,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
674,Bildersee Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
675,Fresh Meadows Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
676,Holy Cow Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
677,Harry Chapin Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
678,Claremont Zone 3,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
679,Claremont Zone 2,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
680,P.S. 99,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
681,P.S. 98,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
682,P.S. 93,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
683,P.S. 97,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
684,Heckscher Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
685,Triangle/Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
686,Martin Luther King Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
687,Private William Gray Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
688,Catharine Turner Richardson Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
689,Brooklyn Bridge Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
690,Coney Island Creek Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
691,Corporal Ruoff Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
692,Floyd Patterson Ballfields,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
693,Lang Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
694,Old Place Creek Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
695,Sergeant Collins Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
696,Middleburgh Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
697,Dome Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
698,Conference House Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
699,Bronx Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
700,Joseph Daniel Wilson Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
701,Raoul Wallenberg Forest,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
702,Telephone Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
703,United Community Center Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
704,Jardin De Las Rosas,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
705,Courtlandt Avenue Association Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
706,Joyce Kilmer Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
707,Homecrest Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
708,Lyons Square Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
709,Fordham Bedford Lot Busters,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
710,Garden Of Eden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
711,Col. Young Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
712,Life Spire Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
713,Euclid Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
714,Middle Village Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
715,Galapo Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
716,Remsen Family Cemetery,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
717,DeLury Square,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
718,Mae Grant Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
719,I.S. 227,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
720,East Springfield Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
721,I.S. 220,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
722,Benson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
723,United Community Centers,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
724,Marion Hopkinson Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
725,Rita Ley Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
726,First Temple Of David,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
727,P.S. 186 Day Treatment Program,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
728,Police Officer Edward Byrne Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
729,Anibal Aviles Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
730,Lincoln Center Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
731,Annadale Green,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
732,Mw United Orient Grand Lodge,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
733,Bayview Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
734,Pelham Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
735,P.S. 384,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
736,Millbrook Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
737,Parkside Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
738,Udalls Cove Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
739,Hamilton Fish,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
740,Corona Plaza,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
741,Murphy's Brother's Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
742,Pelham Bay Little League,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
743,Handball Haven,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
744,Spencer St Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
745,Thursby Basin Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
746,Madison Square Garden Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
747,Playground Seventy,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
748,The Backyard,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
749,Judge Moses Weinstein Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
750,Old Croton Aqueduct Gatehouse,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
751,Howard Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
752,Mall Thirty Four XXXIV,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
753,L/Cpl Thomas P. Noonan Jr. Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
754,Castlewood Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
755,Playground 174,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
756,Ryan Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
757,Chelsea Recreation Center,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
758,Bill Brown Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
759,Strip,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
760,Deere Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
761,Upper Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
762,Tiffany Street Pier,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
763,Quick Brown Fox Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
764,157 St Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
765,Grand Central Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
766,Jennie Jerome Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
767,Willow Lake Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
768,South Oxford Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
769,Cleopatra Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
770,Jackie Robinson Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
771,Schneider-sampson Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
772,Park Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
773,Garden Beautiful,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
774,Schenck Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
775,Russell Pedersen Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
776,William Sheridan Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
777,Frank Principe Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
778,Playground One Twenty Five CXXV,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
779,Bell Tower Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
780,Fisher,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
781,South Clove Road Cemetery,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
782,Fort Independence Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
783,Cpl Fischer Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
784,St. Michael's Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
785,400 Montauk Av Block Assn,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
786,Naples Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
787,Bleecker Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
788,McKinley Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
789,Harold Ickes Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
790,Frank Golden Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
791,Newtown Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
792,Bedford Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
793,Kissena Park Golf Course,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
794,Evergreen Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
795,Taqwa Community Farm,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
796,Brooklyn Botanic Garden,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
797,Alice Kornegay Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
798,Story Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
799,Marcus Garvey Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
800,Space Time Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
801,Admiral Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
802,Vernon Tandt Block Association,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
803,Parade Ground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
804,Beach 17 Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
805,Garlinge Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
806,Gateway Triangle,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
807,Richmond Terrace Cemetery,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
808,South Gate Mall,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
809,Jaime Campiz Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
810,Thomas J. Cuite Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
811,Spring Creek Park,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
812,Fred Samuel Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
813,Jerome Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
814,Lannett Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
815,Beach 59th St Playground,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
816,Belt Parkway,"1400000US36081038302,1400000US36081038301,1400000US36081079300,1400000US36081041500,"
