,park_name,census_tract
480,P.S. 129,[u'1400000US36081094500']
481,P.S. 123,[u'1400000US36081018402']
482,Continental Army Plaza,[u'1400000US36047052300']
483,P.S. 121,"[u'1400000US36047046400', u'1400000US36047046800']"
484,Four Sparrow Marsh,[u'1400000US36047070202']
485,Father Macris Park,[u'1400000US36085029104']
486,Horsebrook Island,[u'1400000US36081045700']
487,Mapes Ballfield,[u'1400000US36005037100']
488,Wallenberg Plgd,[u'1400000US36061031100']
489,Gethsemane Garden,[u'1400000US36047091600']
490,Lewis Playground,[u'1400000US36047028300']
491,Shiloh Garden,[u'1400000US36047026500']
492,Vinmont Veteran Park,[u'1400000US36005033700']
493,Astoria Park,[u'1400000US36081009900']
494,West 111th St. People's Garden,[u'1400000US36061019900']
495,Jefferson Market Garden,[u'1400000US36061007100']
496,Manor Park,[u'1400000US36085018100']
497,Astoria Health Playground,[u'1400000US36081007700']
498,Beach Channel Park,[u'1400000US36081093402']
499,O'sullivan Plaza,[u'1400000US36081032900']
500,Dyker Beach Golf Course,[u'1400000US36047015400']
501,Ralph Bunche Park,[u'1400000US36061008800']
502,Morris Garden,[u'1400000US36005024100']
503,Martinez Playground,[u'1400000US36047050500']
504,Randall Playground,[u'1400000US36005008600']
505,Rodney Playground South,[u'1400000US36047052700']
506,Hero Park,[u'1400000US36085003300']
507,St. John Cantius Parish,[u'1400000US36047115600']
508,110th Street Block Association Garden,[u'1400000US36061017402']
509,Givans Creek Woods,[u'1400000US36005046201']
510,Egbert Triangle,[u'1400000US36085024700']
511,Monsignor Crawford Field,[u'1400000US36047068600']
512,Daniel M. O'Connell Playground,[u'1400000US36081052200']
513,Hoparkinson R&L Block Association Garden,[u'1400000US36047089800']
514,Grand Playground,[u'1400000US36005025100']
515,A Philip Randolph Square,[u'1400000US36061021800']
516,Jerome Gardens,[u'1400000US36047116200']
517,Poor Richard's Playground,[u'1400000US36061017000']
518,The Olde Towne of Flushing Burial Ground,[u'1400000US36081119500']
519,Sutter Ballfields,[u'1400000US36047116000']
520,Whitefish Triangle,[u'1400000US36081051700']
521,Orient Grove,[u'1400000US36047048100']
522,Sheltering Arms Playground,[u'1400000US36061021900']
523,Belmont Playground,"[u'1400000US36005037300', u'1400000US36047120200']"
524,Green Central Knoll,[u'1400000US36047042500']
525,Bridge Playground,[u'1400000US36005020100']
526,West Farms Rapids,"[u'1400000US36005022000', u'1400000US36005036100']"
527,Magnolia Tree Earth Center,[u'1400000US36047025100']
528,Brizzi Playground,[u'1400000US36047011200']
529,Callahan-Kelly Playground,[u'1400000US36047036700']
530,Veterans Plaza,[u'1400000US36081035300']
531,Frost Playground,[u'1400000US36047044900']
532,Little Claremont Park,[u'1400000US36005016900']
533,Mt. Morris East,[u'1400000US36061019800']
534,Mellett Playground,[u'1400000US36047058200']
535,Blake Hobbs Playground,[u'1400000US36061016400']
536,Hinton Park,[u'1400000US36081038100']
537,Major General John R Brown Triangle,[u'1400000US36005026900']
538,Cosmo Barone Triangle,[u'1400000US36047070000']
539,Zion Triangle,[u'1400000US36047090000']
540,Sohncke Square,[u'1400000US36081024900']
541,Angie Lee Gonzales Garden,[u'1400000US36005016100']
542,Classon Playground,"[u'1400000US36047019300', u'1400000US36047053700']"
543,Ruppert Park,[u'1400000US36061015400']
544,Willis Playground,[u'1400000US36005003900']
545,Augustus St. Gaudens Playground,[u'1400000US36061006400']
546,Gemini Fields,[u'1400000US36081006202']
547,Townsend Walk,[u'1400000US36005022701']
548,Nakks Malls,"[u'1400000US36081053800', u'1400000US36081058200']"
549,Osborn Playground,[u'1400000US36047092200']
550,Bushwick Inlet Park,[u'1400000US36047055700']
551,Lopez Playground,[u'1400000US36085004000']
552,Pearl St Playground,[u'1400000US36061001501']
553,Our Little Green Acre/garden Eight,[u'1400000US36061022200']
554,Eagle Slope,[u'1400000US36005007300']
555,Greene Av United Neighbors Association Inc,[u'1400000US36047024300']
556,P.S. 138,[u'1400000US36005007400']
557,Seaside Wildlife Nature Park,[u'1400000US36085015603']
558,Glen Oaks Oval,[u'1400000US36081155102']
559,Laguardia Landing Lights,[u'1400000US36081030904']
560,Inwood Hill Park,"[u'1400000US36061029700', u'1400000US36061029500', u'1400000US36061028700']"
561,Mccarthy Square,[u'1400000US36061007300']
562,Lawrence Triangle,[u'1400000US36081086100']
563,Grove Hill Playground,[u'1400000US36005007500']
564,Inwood Hill Park Zone 6 (the Clove),[u'1400000US36061029700']
565,Captain Tilly Park,"[u'1400000US36081044800', u'1400000US36081045200', u'1400000US36081045400']"
566,Sperandeo Brothers Playground,[u'1400000US36047117000']
567,Golconda Playground,[u'1400000US36047002300']
568,Jesse Owens Playground,[u'1400000US36047029100']
569,Playground One Thirty Four CXXXIV,[u'1400000US36005001900']
570,Eleanor Roosevelt Playground,[u'1400000US36047028900']
571,Detective Joseph Mayrose Park,[u'1400000US36047014900']
572,Concerned Residents of Montauk Avenue,[u'1400000US36047119400']
573,Preston Comm Garden,[u'1400000US36047036300']
574,Lion's Pride Playground,[u'1400000US36047113200']
575,I.S. 218,[u'1400000US36061028500']
576,Tom McDonald Triangle,[u'1400000US36047014200']
577,Richard Tucker Square,[u'1400000US36061014900']
578,Amundsen Circle,[u'1400000US36085013204']
579,Hallets Point Playground (area B),[u'1400000US36081008700']
580,Von Briesen Park,"[u'1400000US36085000800', u'1400000US36085000600', u'1400000US36085002001', u'1400000US36085001800']"
581,Harris Park,[u'1400000US36005040900']
582,Nehemiah Ten Garden,[u'1400000US36047116200']
583,New 123rd St Block Association Garden,[u'1400000US36061022200']
584,Corporal John A. Seravalli Playground,[u'1400000US36061007700']
585,Ahearn Park,[u'1400000US36061001401']
586,Gravesend Park,[u'1400000US36047046800']
587,Crotona Zone 9,[u'1400000US36005016300']
588,Tribeca Dog Run,[u'1400000US36061002100']
589,Walker Park,[u'1400000US36085009700']
590,Theodore Roosevelt Park,[u'1400000US36061016500']
591,Crotona Zone 5,[u'1400000US36005016300']
592,Horace Harding Playground,[u'1400000US36081071702']
593,Saw Mill Creek Marsh,[u'1400000US36085029102']
594,Green Oasis and Gilbert's Garden,[u'1400000US36061002602']
595,Rockaway Freeway,"[u'1400000US36081094202', u'1400000US36081099200', u'1400000US36081100802', u'1400000US36081095400', u'1400000US36081096400', u'1400000US36081093800', u'1400000US36081097204', u'1400000US36081097202']"
596,Playground 103 CIII,[u'1400000US36061016200']
597,N/A,"[u'1400000US36005015800', u'1400000US36081029300', u'1400000US36085007500', u'1400000US36081022001', u'1400000US36005042901', u'1400000US36047115000']"
598,Nostrand Playground,[u'1400000US36047078800']
599,Corona Taxpayers Association,[u'1400000US36081044301']
600,Grover Cleveland Playground,[u'1400000US36081053900']
601,Liz Christy Garden,[u'1400000US36061003602']
602,Seward Park,[u'1400000US36061001401']
603,Rodney Park North,[u'1400000US36047052700']
604,Alexander Grey Triangle,[u'1400000US36081098100']
605,Marcy Green South,[u'1400000US36047052700']
606,Albemarle Playground,[u'1400000US36047049800']
607,Kingdom Pond Park,[u'1400000US36085017600']
608,St. Michael's Playground,[u'1400000US36081029700']
609,Patrick O'Rourke Park,[u'1400000US36047016600']
610,Mill Pond Park,[u'1400000US36005006300']
611,Los Amigos Garden,[u'1400000US36061002601']
612,Project Roots,[u'1400000US36047050700']
613,Greene Playground,[u'1400000US36047019900']
614,Sarsfield Playground,[u'1400000US36047074600']
615,Bayside Playground,[u'1400000US36081093800']
616,Eastern Parkway,"[u'1400000US36047033700', u'1400000US36047035700', u'1400000US36047021500', u'1400000US36047035100', u'1400000US36047034900', u'1400000US36047035900', u'1400000US36047031702', u'1400000US36047021300', u'1400000US36047035300', u'1400000US36047021900', u'1400000US36047017700', u'1400000US36047032300', u'1400000US36047020700', u'1400000US36047031900', u'1400000US36047021700', u'1400000US36047032500', u'1400000US36047032100']"
617,Neufeld Plgd,[u'1400000US36061016300']
618,Virginia Playground,[u'1400000US36005021602']
619,Coenties Slip,[u'1400000US36061000900']
620,Washington Hall Park,[u'1400000US36047019100']
621,Cross Island Parkway,"[u'1400000US36081058000', u'1400000US36081138502', u'1400000US36081056800', u'1400000US36081103900', u'1400000US36081099100', u'1400000US36081102900', u'1400000US36081156700', u'1400000US36081099705', u'1400000US36081157101', u'1400000US36081162100', u'1400000US36081161700', u'1400000US36081062200', u'1400000US36081157102', u'1400000US36081097300', u'1400000US36081099701', u'1400000US36081098700', u'1400000US36081099703', u'1400000US36081109300', u'1400000US36081059200', u'1400000US36081111300', u'1400000US36081101700', u'1400000US36081099900', u'1400000US36081098100', u'1400000US36081155102', u'1400000US36081147100']"
622,Hoffman Park,[u'1400000US36081047500']
623,Playground Seventy Five,[u'1400000US36081125700']
624,Hickman Playground,[u'1400000US36047069602']
625,P.S. 139,[u'1400000US36047152200']
626,Herman Dolgon Playground,[u'1400000US36047057200']
627,White Playground,"[u'1400000US36061017200', u'1400000US36085000800']"
628,West Playground,[u'1400000US36047037402']
629,P.S. 131,[u'1400000US36047022400']
630,Ehrenreich-Austin Playground,[u'1400000US36081076901']
631,P.S. 132,[u'1400000US36061027100']
632,Community Group of 349 Elton Street,[u'1400000US36047116600']
633,Hope Ballfields,[u'1400000US36047043300']
634,Beach channel Playground,[u'1400000US36081094202']
635,Bell Malls,"[u'1400000US36081139900', u'1400000US36081143500', u'1400000US36081144100']"
636,Red Hook Recreation Area,"[u'1400000US36047005300', u'1400000US36047008500']"
637,John Adams Playground,[u'1400000US36081086400']
638,Allen Mall One,"[u'1400000US36061001800', u'1400000US36061001600', u'1400000US36061003001', u'1400000US36061000800']"
639,Wald Playground,[u'1400000US36061002000']
640,Tudor Grove Playground,[u'1400000US36061008800']
641,A Better Community Garden,[u'1400000US36047029900']
642,Brookville Park,"[u'1400000US36081065400', u'1400000US36081069400', u'1400000US36081066400', u'1400000US36081069000', u'1400000US36081068000']"
643,Joe Holzka Community Garden,[u'1400000US36085013302']
644,Mitchel Square,[u'1400000US36061025100']
645,American Playground,[u'1400000US36047056500']
646,Fleetwood Triangle,[u'1400000US36081069500']
647,Asphalt Green,[u'1400000US36061015200']
648,Mary O'Connor Playground,[u'1400000US36061008800']
649,Eibs Pond Park,[u'1400000US36085004000']
650,Haggerty Park,[u'1400000US36081050000']
651,Benninger Playground,[u'1400000US36081058700']
652,W 170 st & Edward L Grant Hwy,[u'1400000US36005021302']
653,Bennett Rest,[u'1400000US36061027500']
654,W 104th Street Garden,[u'1400000US36061018900']
655,Hallets Cove Playground (area A),[u'1400000US36081008700']
656,Bloomingdale Park - Zone 3,[u'1400000US36085020803']
657,Colucci Playground,[u'1400000US36005030000']
658,Faber,[u'1400000US36085020700']
659,COPERNICUS TRIANGLE,[u'1400000US36081053100']
660,Wellbrook Triangle,[u'1400000US36081009400']
661,Arrochar Playground,[u'1400000US36085002002']
662,Sherman Square,[u'1400000US36061015700']
663,Chatterton Triangle,[u'1400000US36005009600']
664,Upon This Rock Comm Garden,[u'1400000US36047119400']
665,Garden Of Life,[u'1400000US36005022902']
666,Urban Botanical Soc./Sam and Sadie Koenig Garden,[u'1400000US36061002602']
667,St. Nicholas Playground South,[u'1400000US36061022400']
668,Police Officer Nicholas Demutiis Park,[u'1400000US36081011200']
669,Challenge Playground,[u'1400000US36081152902']
670,B.C.C.A. Mini-park and Garden,[u'1400000US36081027200']
671,Slattery Playground,[u'1400000US36005038301']
672,Hancock Park,[u'1400000US36061025700']
673,P.S. 369 Annex,[u'1400000US36047079400']
674,Bildersee Playground,[u'1400000US36047095600']
675,Fresh Meadows Park,[u'1400000US36081134700']
676,Holy Cow Playground,[u'1400000US36081134700']
677,Harry Chapin Playground,[u'1400000US36047000100']
678,Claremont Zone 3,[u'1400000US36005017100']
679,Claremont Zone 2,[u'1400000US36005017100']
680,P.S. 99,[u'1400000US36047045400']
681,P.S. 98,[u'1400000US36081148300']
682,P.S. 93,"[u'1400000US36005002800', u'1400000US36047024700']"
683,P.S. 97,"[u'1400000US36047040400', u'1400000US36005031400']"
684,Heckscher Playground,"[u'1400000US36047041700', u'1400000US36047041900']"
685,Triangle/Plaza,[u'1400000US36061001300']
686,Martin Luther King Playground,[u'1400000US36061018600']
687,Private William Gray Park,[u'1400000US36081036100']
688,Catharine Turner Richardson Park,[u'1400000US36081147900']
689,Brooklyn Bridge Park,"[u'1400000US36047002100', u'1400000US36061000900', u'1400000US36047000700', u'1400000US36047004700', u'1400000US36047000301', u'1400000US36061001501', u'1400000US36061001502', u'1400000US36047000100', u'1400000US36061000700', u'1400000US36061000500']"
690,Coney Island Creek Park,"[u'1400000US36047033000', u'1400000US36047033600']"
691,Corporal Ruoff Square,[u'1400000US36081005400']
692,Floyd Patterson Ballfields,[u'1400000US36047091800']
693,Lang Triangle,[u'1400000US36081052500']
694,Old Place Creek Park,[u'1400000US36085029102']
695,Sergeant Collins Triangle,[u'1400000US36081025900']
696,Middleburgh Triangle,[u'1400000US36081047100']
697,Dome Playground,[u'1400000US36047022800']
698,Conference House Park,"[u'1400000US36085024402', u'1400000US36085024401']"
699,Bronx Park,"[u'1400000US36005033400', u'1400000US36005022000']"
700,Joseph Daniel Wilson Garden,[u'1400000US36061022200']
701,Raoul Wallenberg Forest,[u'1400000US36005030900']
702,Telephone Playground,[u'1400000US36081129103']
703,United Community Center Garden,[u'1400000US36047112400']
704,Jardin De Las Rosas,[u'1400000US36005023900']
705,Courtlandt Avenue Association Garden,[u'1400000US36005006900']
706,Joyce Kilmer Park,[u'1400000US36005019500']
707,Homecrest Playground,[u'1400000US36047060600']
708,Lyons Square Playground,[u'1400000US36005011900']
709,Fordham Bedford Lot Busters,[u'1400000US36005039901']
710,Garden Of Eden,[u'1400000US36005022902']
711,Col. Young Playground,[u'1400000US36061021400']
712,Life Spire Garden,[u'1400000US36061019600']
713,Euclid Garden,[u'1400000US36047119600']
714,Middle Village Playground,[u'1400000US36081062100']
715,Galapo Playground,[u'1400000US36047057600']
716,Remsen Family Cemetery,[u'1400000US36081070300']
717,DeLury Square,[u'1400000US36061001501']
718,Mae Grant Playground,[u'1400000US36061016800']
719,I.S. 227,[u'1400000US36047025000']
720,East Springfield Playground,[u'1400000US36081059800']
721,I.S. 220,[u'1400000US36047010800']
722,Benson Playground,[u'1400000US36047028200']
723,United Community Centers,[u'1400000US36047113000']
724,Marion Hopkinson Playground,[u'1400000US36047037100']
725,Rita Ley Triangle,[u'1400000US36005044901']
726,First Temple Of David,[u'1400000US36047112600']
727,P.S. 186 Day Treatment Program,[u'1400000US36005015100']
728,Police Officer Edward Byrne Park,[u'1400000US36081081800']
729,Anibal Aviles Playground,[u'1400000US36061019300']
730,Lincoln Center Plaza,[u'1400000US36061014900']
731,Annadale Green,[u'1400000US36085017005']
732,Mw United Orient Grand Lodge,[u'1400000US36047115000']
733,Bayview Playground,[u'1400000US36047103400']
734,Pelham Parkway,"[u'1400000US36005029600', u'1400000US36005024800', u'1400000US36005022401', u'1400000US36005022403', u'1400000US36005033400', u'1400000US36005028400']"
735,P.S. 384,[u'1400000US36047040900']
736,Millbrook Playground,[u'1400000US36005002701']
737,Parkside Playground,"[u'1400000US36005033600', u'1400000US36047080200']"
738,Udalls Cove Park,"[u'1400000US36081147900', u'1400000US36081148300']"
739,Hamilton Fish,[u'1400000US36061002201']
740,Corona Plaza,[u'1400000US36081040500']
741,Murphy's Brother's Playground,[u'1400000US36061004400']
742,Pelham Bay Little League,[u'1400000US36005028400']
743,Handball Haven,[u'1400000US36081071900']
744,Spencer St Block Association,[u'1400000US36047024100']
745,Thursby Basin Park,[u'1400000US36081096400']
746,Madison Square Garden Association,[u'1400000US36047043500']
747,Playground Seventy,[u'1400000US36061015500']
748,The Backyard,[u'1400000US36047005100']
749,Judge Moses Weinstein Playground,[u'1400000US36081077903']
750,Old Croton Aqueduct Gatehouse,[u'1400000US36061020701']
751,Howard Playground,[u'1400000US36047090600']
752,Mall Thirty Four XXXIV,"[u'1400000US36081037700', u'1400000US36081037900', u'1400000US36081027700', u'1400000US36081038100', u'1400000US36081028100', u'1400000US36081028500', u'1400000US36081037500', u'1400000US36081028300', u'1400000US36081027900', u'1400000US36081027500']"
753,L/Cpl Thomas P. Noonan Jr. Playground,[u'1400000US36081018502']
754,Castlewood Playground,[u'1400000US36081155102']
755,Playground 174,[u'1400000US36005006200']
756,Ryan Triangle,[u'1400000US36005005100']
757,Chelsea Recreation Center,[u'1400000US36061009300']
758,Bill Brown Playground,[u'1400000US36047059401']
759,Strip,"[u'1400000US36047014300', u'1400000US36005036901', u'1400000US36005036902', u'1400000US36005036502', u'1400000US36061025500', u'1400000US36047007000', u'1400000US36005009600', u'1400000US36061026500', u'1400000US36047007200', u'1400000US36005035900', u'1400000US36047012200', u'1400000US36005027900', u'1400000US36047005100', u'1400000US36005011800']"
760,Deere Park,[u'1400000US36085017700']
761,Upper Playground,[u'1400000US36081128300']
762,Tiffany Street Pier,[u'1400000US36005009300']
763,Quick Brown Fox Triangle,[u'1400000US36081049302']
764,157 St Playground,[u'1400000US36081028800']
765,Grand Central Parkway,"[u'1400000US36081047600', u'1400000US36081038302', u'1400000US36081128300', u'1400000US36081152901', u'1400000US36081022001', u'1400000US36081156700', u'1400000US36081138502', u'1400000US36081129102', u'1400000US36081049200', u'1400000US36081126700', u'1400000US36081047200', u'1400000US36081152902', u'1400000US36081155102', u'1400000US36081045600', u'1400000US36081127700', u'1400000US36081046400', u'1400000US36081055200', u'1400000US36081130100', u'1400000US36081077905', u'1400000US36081155101', u'1400000US36081129104', u'1400000US36081045000', u'1400000US36081021600', u'1400000US36081077903', u'1400000US36081045200', u'1400000US36081022002']"
766,Jennie Jerome Playground,[u'1400000US36005022701']
767,Willow Lake Playground,[u'1400000US36081075702']
768,South Oxford Park,[u'1400000US36047017900']
769,Cleopatra Playground,[u'1400000US36005023100']
770,Jackie Robinson Parkway,"[u'1400000US36081064102', u'1400000US36047114201', u'1400000US36081056100', u'1400000US36081077300', u'1400000US36081063900', u'1400000US36047040700']"
771,Schneider-sampson Park,[u'1400000US36005018400']
772,Park Golf Course,[u'1400000US36081152901']
773,Garden Beautiful,[u'1400000US36047037500']
774,Schenck Playground,[u'1400000US36047112400']
775,Russell Pedersen Playground,[u'1400000US36047004600']
776,William Sheridan Playground,[u'1400000US36047055100']
777,Frank Principe Park,[u'1400000US36081051100']
778,Playground One Twenty Five CXXV,[u'1400000US36061020901']
779,Bell Tower Park,[u'1400000US36005033500']
780,Fisher,[u'1400000US36081036300']
781,South Clove Road Cemetery,[u'1400000US36085017700']
782,Fort Independence Playground,[u'1400000US36005040900']
783,Cpl Fischer Park,[u'1400000US36005021100']
784,St. Michael's Park,[u'1400000US36081029900']
785,400 Montauk Av Block Assn,[u'1400000US36047111800']
786,Naples Playground,[u'1400000US36085005000']
787,Bleecker Playground,[u'1400000US36061007700']
788,McKinley Playground,[u'1400000US36061003200']
789,Harold Ickes Playground,[u'1400000US36047005900']
790,Frank Golden Park,[u'1400000US36081094500']
791,Newtown Playground,[u'1400000US36081068300']
792,Bedford Playground,[u'1400000US36047054700']
793,Kissena Park Golf Course,[u'1400000US36081121100']
794,Evergreen Playground,[u'1400000US36047040100']
795,Taqwa Community Farm,[u'1400000US36005018900']
796,Brooklyn Botanic Garden,[u'1400000US36047017700']
797,Alice Kornegay Triangle,[u'1400000US36061024200']
798,Story Playground,[u'1400000US36005004200']
799,Marcus Garvey Park,[u'1400000US36061019800']
800,Space Time Playground,[u'1400000US36005004200']
801,Admiral Triangle,[u'1400000US36047006500']
802,Vernon Tandt Block Association,[u'1400000US36047025901']
803,Parade Ground,[u'1400000US36047017700']
804,Beach 17 Playground,"[u'1400000US36081101001', u'1400000US36081097202']"
805,Garlinge Triangle,[u'1400000US36081049302']
806,Gateway Triangle,[u'1400000US36047019900']
807,Richmond Terrace Cemetery,[u'1400000US36085013302']
808,South Gate Mall,[u'1400000US36081032800']
809,Jaime Campiz Playground,[u'1400000US36047051300']
810,Thomas J. Cuite Park,[u'1400000US36047150200']
811,Spring Creek Park,"[u'1400000US36047122000', u'1400000US36081006202', u'1400000US36047107000']"
812,Fred Samuel Playground,[u'1400000US36061023000']
813,Jerome Playground,[u'1400000US36047107800']
814,Lannett Playground,[u'1400000US36081101002']
815,Beach 59th St Playground,[u'1400000US36081096400']
816,Belt Parkway,"[u'1400000US36081030600', u'1400000US36081068000', u'1400000US36081088400', u'1400000US36081084602', u'1400000US36081084601']"
817,P.S. 89,[u'1400000US36081027100']
818,Vidalia Park,[u'1400000US36005036300']
819,Bathgate Playground,[u'1400000US36005039500']
820,Pugsley Creek Park,"[u'1400000US36005000400', u'1400000US36005001600']"
821,Featherbed Triangle,"[u'1400000US36005021502', u'1400000US36005021301']"
822,Forest Park,"[u'1400000US36081064102', u'1400000US36081077300', u'1400000US36081063900', u'1400000US36047118000', u'1400000US36081064101']"
823,Linden Park,[u'1400000US36047110400']
824,P.s. 69 - Staten Island,[u'1400000US36085027705']
825,M Fidler-Wyckoff House Park,[u'1400000US36047094600']
826,Louis Cuvillier Park,[u'1400000US36061019200']
827,Howard Von Dohlen Playground,[u'1400000US36081021200']
828,Abyssinian Tot Lot,[u'1400000US36061023000']
829,Bartlett Playground,[u'1400000US36047050700']
830,Fort Hamilton Athletic Field,[u'1400000US36047004600']
831,Edmonds Playground,[u'1400000US36047018100']
832,Tottenville,[u'1400000US36085024402']
833,Frank D. O'Connor Playground,[u'1400000US36081026700']
834,Flushing Fields,[u'1400000US36081104700']
835,Boxcar Plgd (6),[u'1400000US36005016300']
836,Bartow-pell Woods,[u'1400000US36005050400']
837,P.S. 125 Playground,[u'1400000US36047091200']
838,Hattie Carthan Playground,[u'1400000US36047026500']
839,Barnhill Square,[u'1400000US36005026701']
840,Belt Parkway/Shore Parkway,"[u'1400000US36047060800', u'1400000US36047070600', u'1400000US36047107000', u'1400000US36081089200', u'1400000US36047036600', u'1400000US36047035400', u'1400000US36047031400', u'1400000US36047070202', u'1400000US36081006202', u'1400000US36047016400', u'1400000US36047016800', u'1400000US36047103400', u'1400000US36047102800', u'1400000US36047066600', u'1400000US36047029200', u'1400000US36047034800', u'1400000US36047062200', u'1400000US36047029400', u'1400000US36081006201', u'1400000US36047030400', u'1400000US36047028000', u'1400000US36047060600', u'1400000US36047015400', u'1400000US36047017400', u'1400000US36047028600', u'1400000US36047028200', u'1400000US36047017600', u'1400000US36047037000', u'1400000US36047105801', u'1400000US36047030800', u'1400000US36047016200', u'1400000US36047105804']"
841,Barrett Triangle,[u'1400000US36085000300']
842,Dan Ross Playground,[u'1400000US36047014200']
843,Louis Armstrong Community Center,[u'1400000US36081038100']
844,Coney Island Beach & Boardwalk,"[u'1400000US36047061002', u'1400000US36047034000', u'1400000US36047033600', u'1400000US36047035200', u'1400000US36047036002', u'1400000US36047036001']"
845,Barretto Park,[u'1400000US36005009300']
846,Carlton Park,"[u'1400000US36085020804', u'1400000US36085017008']"
847,Ida Court,[u'1400000US36085017005']
848,Woodhull Playground,[u'1400000US36085020804']
849,Citizens For A Better Community,[u'1400000US36047038500']
850,Manuel De Dios Unanue Triangle,[u'1400000US36081026901']
851,Nathan Straus Playground,[u'1400000US36061002201']
852,Katzman Playground,[u'1400000US36081074100']
853,Mount Prospect Park,[u'1400000US36047017700']
854,Hell's Kitchen Park,[u'1400000US36061012700']
855,Crosson Green,[u'1400000US36081048300']
856,Hawkins Park,[u'1400000US36005051600']
857,Westerleigh Park,[u'1400000US36085020100']
858,Colgate Close,[u'1400000US36005005200']
859,P.s. 44 - Staten Island,[u'1400000US36085023100']
860,Mall Eighteen,[u'1400000US36081092500']
861,S.w. Corner,[u'1400000US36005043500']
862,Spirit Playground,[u'1400000US36081003900']
863,Corona Mac Park,[u'1400000US36081044301']
864,Cambria Playground,[u'1400000US36081061000']
865,Carter Plgd (7),[u'1400000US36005016300']
866,Caserta Playground,[u'1400000US36005022200']
867,St. James Triangle,[u'1400000US36061002700']
868,Peter Minuit Playground,[u'1400000US36061017401']
869,Seagirt Ave Wetlands,[u'1400000US36081101002']
870,Rev Lena Irons Unity Park,[u'1400000US36005014500']
871,Staats Circle,[u'1400000US36085002002']
872,Kissena Park,[u'1400000US36081121100']
873,Van Cortlandt Park,[u'1400000US36005043500']
874,Padre Plaza,[u'1400000US36005003900']
875,Locust Manor Civic Association,[u'1400000US36081028200']
876,I.S. 238,[u'1400000US36081047000']
877,Bartel-Pritchard Square,[u'1400000US36047017700']
878,Walter Ward Playground,[u'1400000US36081089200']
879,I.S. 232,[u'1400000US36047088000']
880,Epiphany Playground,[u'1400000US36047054700']
881,Oxport Playground,[u'1400000US36047021100']
882,Rufus King Park,[u'1400000US36081024000']
883,Bensonhurst Park,[u'1400000US36047029200']
884,Playground 146,[u'1400000US36081083700']
885,PARK,[u'1400000US36005036300']
886,Liotti Ikefugi Playground,[u'1400000US36085001100']
887,McGuire Fields,[u'1400000US36047070600']
888,Granite St Block Association,[u'1400000US36047040500']
889,Richmond Parkway,"[u'1400000US36085017012', u'1400000US36085020803', u'1400000US36085017005', u'1400000US36085020804', u'1400000US36085018100', u'1400000US36085022600', u'1400000US36085017300', u'1400000US36085022800', u'1400000US36085017700']"
890,Mosholu Golf Course,[u'1400000US36005043500']
891,Mariners Marsh Park,[u'1400000US36085032300']
892,Van Cortlandt's Tail,[u'1400000US36005028300']
893,Ericsson Playground,[u'1400000US36047049900']
894,Four Winds Playground,[u'1400000US36081121100']
895,Laredo Avenue Parcel,[u'1400000US36085017011']
896,Eern Parkway Coalition,[u'1400000US36047021300']
897,Goble Playground,[u'1400000US36005020900']
898,William McCray Playground,[u'1400000US36061021200']
899,Two Coves Community Garden,[u'1400000US36081008100']
900,Squibb Park,[u'1400000US36047000100']
901,Woods Playground,[u'1400000US36047030700']
902,Fantasy Garden,[u'1400000US36047089400']
903,De Hostos Playground,[u'1400000US36047050900']
904,Sterling Community Group,[u'1400000US36047036300']
905,O'Brien Oval,[u'1400000US36005037900']
906,Ethan Allen Playground,[u'1400000US36047110400']
907,Twenty-Four Sycamores Park,[u'1400000US36061010602']
908,Tennis Courts -forest Parkwy,[u'1400000US36081064102']
909,Bushwick Playground,"[u'1400000US36047043500', u'1400000US36047048900']"
910,Harlem Lane Playground,[u'1400000US36061023600']
911,Tucker Place,"[u'1400000US36047060800', u'1400000US36047062200']"
912,Riverside / Fort Washington Link,[u'1400000US36061023700']
913,Fort Hamilton Triangle,[u'1400000US36047005400']
914,Pontiac Playground,[u'1400000US36005007300']
915,Remsen Playground,[u'1400000US36047096400']
916,Jackie Robinson Community Garden,[u'1400000US36061019600']
917,Powell's Cove Park,[u'1400000US36081094500']
918,La Guardia Playground,"[u'1400000US36047052500', u'1400000US36047052300']"
919,Ennis Playground,[u'1400000US36047011700']
920,Freedom Triangle,[u'1400000US36047039300']
921,El Jardin Del Paraiso Park,[u'1400000US36061002601']
922,Leif Ericson Park,"[u'1400000US36047012801', u'1400000US36047012600']"
923,Juniper Valley Park,"[u'1400000US36081066300', u'1400000US36081066501']"
924,Agnes Haywood Playground,[u'1400000US36005039000']
925,SITTING AREA,[u'1400000US36081049302']
926,Saw Mill Playground,[u'1400000US36005003900']
927,Crescent Beach Park,[u'1400000US36085015603']
928,Marx Brothers Playground,[u'1400000US36061015602']
929,Triboro Plaza,[u'1400000US36061024200']
930,P.S. 247,[u'1400000US36047025800']
931,Murray Hill Playground,[u'1400000US36081116700']
932,Brooklyn Academy Of Music,[u'1400000US36047003500']
933,Sitting Area 127 CXXVII,[u'1400000US36081049500']
934,Sherry Park,[u'1400000US36081024700']
935,Rockaway Garage,[u'1400000US36081094202']
936,Vernam Barbadoes Peninsula,[u'1400000US36081094202']
937,Person Triangle,[u'1400000US36047018501']
938,Rienzi Playground,[u'1400000US36005040600']
939,Richman (Echo) Park,[u'1400000US36005038100']
